,path,emotion
8104,data/train-custom\Marshall_med_emottsangry_1344_angry.wav,angry
8105,data/train-custom\Marshall_med_emottsangry_1354_angry.wav,angry
8106,data/train-custom\Marshall_med_emottsangry_1355_angry.wav,angry
8107,data/train-custom\Marshall_med_emottsangry_1356_angry.wav,angry
8108,data/train-custom\Marshall_med_emottsangry_1365_angry.wav,angry
8109,data/train-custom\Marshall_med_emottsangry_1366_angry.wav,angry
8110,data/train-custom\Marshall_med_emottsangry_1367_angry.wav,angry
8111,data/train-custom\Marshall_med_emottsangry_1377_angry.wav,angry
8112,data/train-custom\Marshall_med_emottsangry_1378_angry.wav,angry
8113,data/train-custom\Marshall_med_emottsangry_1379_angry.wav,angry
8114,data/train-custom\Marshall_med_emottsangry_1380_angry.wav,angry
8115,data/train-custom\Marshall_med_emottsangry_1389_angry.wav,angry
8116,data/train-custom\Marshall_med_emottsangry_1390_angry.wav,angry
8117,data/train-custom\Marshall_med_emottsangry_1391_angry.wav,angry
8118,data/train-custom\Marshall_med_emottsangry_1401_angry.wav,angry
8119,data/train-custom\Marshall_med_emottsangry_1413_angry.wav,angry
8120,data/train-custom\Marshall_med_emottsangry_1414_angry.wav,angry
8121,data/train-custom\Marshall_med_emottsangry_1415_angry.wav,angry
8122,data/train-custom\Marshall_med_emottsangry_1416_angry.wav,angry
8123,data/train-custom\Marshall_med_emottsangry_1426_angry.wav,angry
8124,data/train-custom\Marshall_med_emottsangry_1427_angry.wav,angry
8125,data/train-custom\Marshall_med_emottsangry_1438_angry.wav,angry
8126,data/train-custom\Marshall_med_emottsangry_1439_angry.wav,angry
8127,data/train-custom\Marshall_med_emottsangry_1440_angry.wav,angry
8128,data/train-custom\Marshall_med_emottsangry_1449_angry.wav,angry
8129,data/train-custom\Marshall_med_emottsangry_1450_angry.wav,angry
8130,data/train-custom\Marshall_med_emottsangry_1451_angry.wav,angry
8131,data/train-custom\Marshall_med_emottsangry_1452_angry.wav,angry
8132,data/train-custom\Marshall_med_emottsangry_1461_angry.wav,angry
8133,data/train-custom\Marshall_med_emottsangry_1462_angry.wav,angry
8134,data/train-custom\Marshall_med_emottsangry_1463_angry.wav,angry
8135,data/train-custom\Marshall_med_emottsangry_1464_angry.wav,angry
8136,data/train-custom\Marshall_med_emottsangry_1473_angry.wav,angry
8137,data/train-custom\Marshall_med_emottsangry_1475_angry.wav,angry
8138,data/train-custom\Marshall_med_emottsangry_1476_angry.wav,angry
8139,data/train-custom\Marshall_med_emottsangry_1485_angry.wav,angry
8140,data/train-custom\Marshall_med_emottsangry_1487_angry.wav,angry
8141,data/train-custom\Marshall_med_emottsangry_1488_angry.wav,angry
8142,data/train-custom\Marshall_med_emottsangry_1497_angry.wav,angry
8143,data/train-custom\Marshall_med_emottsangry_1498_angry.wav,angry
8144,data/train-custom\Marshall_med_emottsangry_1499_angry.wav,angry
8145,data/train-custom\Marshall_med_emottsangry_1500_angry.wav,angry
8146,data/train-custom\Marshall_med_emottsangry_1510_angry.wav,angry
8147,data/train-custom\Marshall_med_emottsangry_1511_angry.wav,angry
8148,data/train-custom\Marshall_med_emottsangry_1521_angry.wav,angry
8149,data/train-custom\Marshall_med_emottsangry_1522_angry.wav,angry
8150,data/train-custom\Marshall_med_emottsangry_1524_angry.wav,angry
8151,data/train-custom\Marshall_med_emottsangry_1533_angry.wav,angry
8152,data/train-custom\Marshall_med_emottsangry_1534_angry.wav,angry
8153,data/train-custom\Marshall_med_emottsangry_1535_angry.wav,angry
8154,data/train-custom\Marshall_med_emottsangry_1546_angry.wav,angry
8155,data/train-custom\Marshall_med_emottsangry_1557_angry.wav,angry
8156,data/train-custom\Marshall_med_emottsangry_1558_angry.wav,angry
8157,data/train-custom\Marshall_med_emottsangry_1559_angry.wav,angry
8158,data/train-custom\Marshall_med_emottsangry_1570_angry.wav,angry
8159,data/train-custom\Marshall_med_emottsangry_1571_angry.wav,angry
8160,data/train-custom\Marshall_med_emottsangry_1572_angry.wav,angry
8161,data/train-custom\Marshall_med_emottsangry_1581_angry.wav,angry
8162,data/train-custom\Marshall_med_emottsangry_1582_angry.wav,angry
8163,data/train-custom\Marshall_med_emottsangry_1584_angry.wav,angry
8164,data/train-custom\Marshall_med_emottsangry_1593_angry.wav,angry
8165,data/train-custom\Marshall_med_emottsangry_1594_angry.wav,angry
8166,data/train-custom\Marshall_med_emottsangry_1595_angry.wav,angry
8167,data/train-custom\Marshall_med_emottsangry_1596_angry.wav,angry
8168,data/train-custom\Marshall_med_emottsangry_1605_angry.wav,angry
8169,data/train-custom\Marshall_med_emottsangry_1606_angry.wav,angry
8170,data/train-custom\Marshall_med_emottsangry_1608_angry.wav,angry
8171,data/train-custom\Marshall_med_emottsangry_1617_angry.wav,angry
8172,data/train-custom\Marshall_med_emottsangry_1618_angry.wav,angry
8173,data/train-custom\Marshall_med_emottsangry_1619_angry.wav,angry
8174,data/train-custom\Marshall_med_emottsangry_1620_angry.wav,angry
8175,data/train-custom\Marshall_med_emottsangry_1629_angry.wav,angry
8176,data/train-custom\Marshall_med_emottsangry_1630_angry.wav,angry
8177,data/train-custom\Marshall_med_emottsangry_1631_angry.wav,angry
8178,data/train-custom\Marshall_med_emottsangry_1632_angry.wav,angry
8179,data/train-custom\Marshall_med_emottsangry_1641_angry.wav,angry
8180,data/train-custom\Marshall_med_emottsangry_1642_angry.wav,angry
8181,data/train-custom\Marshall_med_emottsangry_1643_angry.wav,angry
8182,data/train-custom\Marshall_med_emottsangry_1644_angry.wav,angry
8183,data/train-custom\Marshall_med_emottsangry_1653_angry.wav,angry
8184,data/train-custom\Marshall_med_emottsangry_1654_angry.wav,angry
8185,data/train-custom\Marshall_med_emottsangry_1655_angry.wav,angry
8186,data/train-custom\Marshall_med_emottsangry_1666_angry.wav,angry
8187,data/train-custom\Marshall_med_emottsangry_1667_angry.wav,angry
8188,data/train-custom\Marshall_med_emottsangry_1668_angry.wav,angry
8189,data/train-custom\Marshall_med_emottsangry_1677_angry.wav,angry
8190,data/train-custom\Marshall_med_emottsangry_1678_angry.wav,angry
8191,data/train-custom\Marshall_med_emottsangry_1680_angry.wav,angry
8192,data/train-custom\Marshall_med_emottsangry_1690_angry.wav,angry
8193,data/train-custom\Marshall_med_emottsangry_1691_angry.wav,angry
8194,data/train-custom\Marshall_med_emottsangry_1701_angry.wav,angry
8195,data/train-custom\Marshall_med_emottsangry_1702_angry.wav,angry
8196,data/train-custom\Marshall_med_emottsangry_1704_angry.wav,angry
8197,data/train-custom\Marshall_med_emottsangry_1713_angry.wav,angry
8198,data/train-custom\Marshall_med_emottsangry_1714_angry.wav,angry
8199,data/train-custom\Marshall_med_emottsangry_1715_angry.wav,angry
8200,data/train-custom\Marshall_med_emottsangry_1716_angry.wav,angry
8201,data/train-custom\Marshall_med_emottsangry_1725_angry.wav,angry
8202,data/train-custom\Marshall_med_emottsangry_1726_angry.wav,angry
8203,data/train-custom\Marshall_med_emottsangry_1728_angry.wav,angry
8204,data/train-custom\Marshall_med_emottsangry_1737_angry.wav,angry
8205,data/train-custom\Marshall_med_emottsangry_1738_angry.wav,angry
8206,data/train-custom\Marshall_med_emottsangry_1739_angry.wav,angry
8207,data/train-custom\Marshall_med_emottsangry_1740_angry.wav,angry
8208,data/train-custom\Marshall_med_emottsangry_1749_angry.wav,angry
8209,data/train-custom\Marshall_med_emottsangry_1750_angry.wav,angry
8210,data/train-custom\Marshall_med_emottsangry_1751_angry.wav,angry
8211,data/train-custom\Marshall_med_emottsangry_1752_angry.wav,angry
8212,data/train-custom\Marshall_med_emottsangry_1761_angry.wav,angry
8213,data/train-custom\Marshall_med_emottsangry_1763_angry.wav,angry
8214,data/train-custom\Marshall_med_emottsangry_1764_angry.wav,angry
8215,data/train-custom\Marshall_med_emottsangry_1773_angry.wav,angry
8216,data/train-custom\Marshall_med_emottsangry_1774_angry.wav,angry
8217,data/train-custom\Marshall_med_emottsangry_1775_angry.wav,angry
8218,data/train-custom\Marshall_med_emottsangry_1785_angry.wav,angry
8219,data/train-custom\Marshall_med_emottsangry_1787_angry.wav,angry
8220,data/train-custom\Marshall_med_emottsangry_1797_angry.wav,angry
8221,data/train-custom\Marshall_med_emottsangry_1798_angry.wav,angry
8222,data/train-custom\Marshall_med_emottsangry_1799_angry.wav,angry
8223,data/train-custom\Marshall_med_emottsangry_1800_angry.wav,angry
8224,data/train-custom\Marshall_med_emottsangry_1809_angry.wav,angry
8225,data/train-custom\Marshall_med_emottsangry_1810_angry.wav,angry
8226,data/train-custom\Marshall_med_emottsangry_1811_angry.wav,angry
8227,data/train-custom\Marshall_med_emottsangry_1812_angry.wav,angry
8228,data/train-custom\Marshall_med_emottsangry_1822_angry.wav,angry
8229,data/train-custom\Marshall_med_emottsangry_1823_angry.wav,angry
8230,data/train-custom\Marshall_med_emottsangry_1824_angry.wav,angry
8231,data/train-custom\Marshall_med_emottsangry_1833_angry.wav,angry
8232,data/train-custom\Marshall_med_emottsangry_1835_angry.wav,angry
8233,data/train-custom\Marshall_med_emottsangry_1836_angry.wav,angry
8234,data/train-custom\Marshall_med_emottsangry_1845_angry.wav,angry
8235,data/train-custom\Marshall_med_emottsangry_1846_angry.wav,angry
8236,data/train-custom\Marshall_med_emottsangry_1847_angry.wav,angry
8237,data/train-custom\Marshall_med_emottsangry_1848_angry.wav,angry
8238,data/train-custom\Marshall_med_emottsangry_1857_angry.wav,angry
8239,data/train-custom\Marshall_med_emottsangry_1860_angry.wav,angry
8240,data/train-custom\Marshall_med_emottsangry_1869_angry.wav,angry
8241,data/train-custom\Marshall_med_emottsangry_1870_angry.wav,angry
8242,data/train-custom\Marshall_med_emottsangry_1871_angry.wav,angry
8243,data/train-custom\Marshall_med_emottsangry_1872_angry.wav,angry
8244,data/train-custom\Marshall_med_emottsangry_1881_angry.wav,angry
8245,data/train-custom\Marshall_med_emottsangry_1882_angry.wav,angry
8246,data/train-custom\Marshall_med_emottsangry_1883_angry.wav,angry
8247,data/train-custom\Marshall_med_emottsangry_1884_angry.wav,angry
8248,data/train-custom\Marshall_med_emottsangry_1893_angry.wav,angry
8249,data/train-custom\Marshall_med_emottsangry_1894_angry.wav,angry
8250,data/train-custom\Marshall_med_emottsangry_1895_angry.wav,angry
8251,data/train-custom\Marshall_med_emottsangry_1896_angry.wav,angry
8252,data/train-custom\Marshall_med_emottsangry_1905_angry.wav,angry
8253,data/train-custom\Marshall_med_emottsangry_1906_angry.wav,angry
8254,data/train-custom\Marshall_med_emottsangry_1908_angry.wav,angry
8255,data/train-custom\Marshall_med_emottsangry_1918_angry.wav,angry
8256,data/train-custom\Marshall_med_emottsangry_1919_angry.wav,angry
8257,data/train-custom\Marshall_med_emottsangry_1920_angry.wav,angry
8258,data/train-custom\Marshall_med_emottsangry_1929_angry.wav,angry
8259,data/train-custom\Marshall_med_emottsangry_1930_angry.wav,angry
8260,data/train-custom\Marshall_med_emottsangry_1931_angry.wav,angry
8261,data/train-custom\Marshall_med_emottsangry_1932_angry.wav,angry
8262,data/train-custom\Marshall_med_emottsangry_1942_angry.wav,angry
8263,data/train-custom\Marshall_med_emottsangry_1943_angry.wav,angry
8264,data/train-custom\Marshall_med_emottsangry_1944_angry.wav,angry
8265,data/train-custom\Marshall_med_emottsangry_1954_angry.wav,angry
8266,data/train-custom\Marshall_med_emottsangry_1955_angry.wav,angry
8267,data/train-custom\Marshall_med_emottsangry_1956_angry.wav,angry
8268,data/train-custom\Marshall_med_emottsangry_1965_angry.wav,angry
8269,data/train-custom\Marshall_med_emottsangry_1966_angry.wav,angry
8270,data/train-custom\Marshall_med_emottsangry_1967_angry.wav,angry
8271,data/train-custom\Marshall_med_emottsangry_1968_angry.wav,angry
8272,data/train-custom\Marshall_med_emottsangry_1977_angry.wav,angry
8273,data/train-custom\Marshall_med_emottsangry_1978_angry.wav,angry
8274,data/train-custom\Marshall_med_emottsangry_1979_angry.wav,angry
8275,data/train-custom\Marshall_med_emottsangry_1990_angry.wav,angry
8276,data/train-custom\Marshall_med_emottsangry_1991_angry.wav,angry
8277,data/train-custom\Marshall_med_emottsangry_1992_angry.wav,angry
8278,data/train-custom\Marshall_med_emottsangry_2001_angry.wav,angry
8279,data/train-custom\Marshall_med_emottsangry_2002_angry.wav,angry
8280,data/train-custom\Marshall_med_emottsangry_2003_angry.wav,angry
8281,data/train-custom\Marshall_med_emottsangry_2004_angry.wav,angry
8282,data/train-custom\Marshall_med_emottsangry_2013_angry.wav,angry
8283,data/train-custom\Marshall_med_emottsangry_2014_angry.wav,angry
8284,data/train-custom\Marshall_med_emottsangry_2015_angry.wav,angry
8285,data/train-custom\Marshall_med_emottsangry_2016_angry.wav,angry
8286,data/train-custom\Marshall_med_emottsangry_2026_angry.wav,angry
8287,data/train-custom\Marshall_med_emottsangry_2028_angry.wav,angry
8288,data/train-custom\Marshall_med_emottsangry_2037_angry.wav,angry
8289,data/train-custom\Marshall_med_emottsangry_2038_angry.wav,angry
8290,data/train-custom\Marshall_med_emottsangry_2039_angry.wav,angry
8291,data/train-custom\Marshall_med_emottsangry_2040_angry.wav,angry
8292,data/train-custom\Marshall_med_emottsangry_2049_angry.wav,angry
8293,data/train-custom\Marshall_med_emottsangry_2050_angry.wav,angry
8294,data/train-custom\Marshall_med_emottsangry_2051_angry.wav,angry
8295,data/train-custom\Marshall_med_emottsangry_2052_angry.wav,angry
8296,data/train-custom\Marshall_med_emottsangry_2061_angry.wav,angry
8297,data/train-custom\Marshall_med_emottsangry_2062_angry.wav,angry
8298,data/train-custom\Marshall_med_emottsangry_2063_angry.wav,angry
8299,data/train-custom\Marshall_med_emottsangry_2064_angry.wav,angry
8300,data/train-custom\Marshall_med_emottsangry_2073_angry.wav,angry
8301,data/train-custom\Marshall_med_emottsangry_2074_angry.wav,angry
8302,data/train-custom\Marshall_med_emottsangry_2075_angry.wav,angry
8303,data/train-custom\Marshall_med_emottsangry_2076_angry.wav,angry
8304,data/train-custom\Marshall_med_emottsangry_2085_angry.wav,angry
8305,data/train-custom\Marshall_med_emottsangry_2086_angry.wav,angry
8306,data/train-custom\Marshall_med_emottsangry_2087_angry.wav,angry
8307,data/train-custom\Marshall_med_emottsangry_2088_angry.wav,angry
8308,data/train-custom\Marshall_med_emottsangry_2097_angry.wav,angry
8309,data/train-custom\Marshall_med_emottsangry_2098_angry.wav,angry
8310,data/train-custom\Marshall_med_emottsangry_2099_angry.wav,angry
8311,data/train-custom\Marshall_med_emottsangry_2100_angry.wav,angry
8312,data/train-custom\Marshall_med_emottsangry_2109_angry.wav,angry
8313,data/train-custom\Marshall_med_emottsangry_2110_angry.wav,angry
8314,data/train-custom\Marshall_med_emottsangry_2111_angry.wav,angry
8315,data/train-custom\Marshall_med_emottsangry_2112_angry.wav,angry
8316,data/train-custom\Marshall_med_emottsangry_2121_angry.wav,angry
8317,data/train-custom\Marshall_med_emottsangry_2122_angry.wav,angry
8318,data/train-custom\Marshall_med_emottsangry_2123_angry.wav,angry
8319,data/train-custom\Marshall_med_emottsangry_2124_angry.wav,angry
8320,data/train-custom\Marshall_med_emottsangry_2133_angry.wav,angry
8321,data/train-custom\Marshall_med_emottsangry_2134_angry.wav,angry
8322,data/train-custom\Marshall_med_emottsangry_2135_angry.wav,angry
8323,data/train-custom\Marshall_med_emottsangry_2136_angry.wav,angry
8324,data/train-custom\Marshall_med_emottsangry_2145_angry.wav,angry
8325,data/train-custom\Marshall_med_emottsangry_2146_angry.wav,angry
8326,data/train-custom\Marshall_med_emottsangry_2147_angry.wav,angry
8327,data/train-custom\Marshall_med_emottsangry_2157_angry.wav,angry
8328,data/train-custom\Marshall_med_emottsangry_2158_angry.wav,angry
8329,data/train-custom\Marshall_med_emottsangry_2159_angry.wav,angry
8330,data/train-custom\Marshall_med_emottsangry_2160_angry.wav,angry
8331,data/train-custom\Marshall_med_emottsangry_2169_angry.wav,angry
8332,data/train-custom\Marshall_med_emottsangry_2170_angry.wav,angry
8333,data/train-custom\Marshall_med_emottsangry_2171_angry.wav,angry
8334,data/train-custom\Marshall_med_emottsangry_2172_angry.wav,angry
8335,data/train-custom\Marshall_med_emottsangry_2181_angry.wav,angry
8336,data/train-custom\Marshall_med_emottsangry_2182_angry.wav,angry
8337,data/train-custom\Marshall_med_emottsangry_2183_angry.wav,angry
8338,data/train-custom\Marshall_med_emottsangry_2184_angry.wav,angry
8339,data/train-custom\Marshall_med_emottsangry_2193_angry.wav,angry
8340,data/train-custom\Marshall_med_emottsangry_2194_angry.wav,angry
8341,data/train-custom\Marshall_med_emottsangry_2195_angry.wav,angry
8342,data/train-custom\Marshall_med_emottsangry_2196_angry.wav,angry
8343,data/train-custom\Marshall_med_emottsangry_2205_angry.wav,angry
8344,data/train-custom\Marshall_med_emottsangry_2206_angry.wav,angry
8345,data/train-custom\Marshall_med_emottsangry_2207_angry.wav,angry
8346,data/train-custom\Marshall_med_emottsangry_2208_angry.wav,angry
8347,data/train-custom\Marshall_med_emottsangry_2217_angry.wav,angry
8348,data/train-custom\Marshall_med_emottsangry_2218_angry.wav,angry
8349,data/train-custom\Marshall_med_emottsangry_2219_angry.wav,angry
8350,data/train-custom\Marshall_med_emottsangry_2220_angry.wav,angry
8351,data/train-custom\Marshall_med_emottsangry_2229_angry.wav,angry
8352,data/train-custom\Marshall_med_emottsangry_2230_angry.wav,angry
8353,data/train-custom\Marshall_med_emottsangry_2231_angry.wav,angry
8354,data/train-custom\Marshall_med_emottsangry_2232_angry.wav,angry
8355,data/train-custom\Marshall_med_emottsangry_2242_angry.wav,angry
8356,data/train-custom\Marshall_med_emottsangry_2243_angry.wav,angry
8357,data/train-custom\Marshall_med_emottsangry_2244_angry.wav,angry
8358,data/train-custom\Marshall_med_emottsangry_2253_angry.wav,angry
8359,data/train-custom\Marshall_med_emottsangry_2254_angry.wav,angry
8360,data/train-custom\Marshall_med_emottsangry_2255_angry.wav,angry
8361,data/train-custom\Marshall_med_emottsangry_2265_angry.wav,angry
8362,data/train-custom\Marshall_med_emottsangry_2266_angry.wav,angry
8363,data/train-custom\Marshall_med_emottsangry_2267_angry.wav,angry
8364,data/train-custom\Marshall_med_emottsangry_2268_angry.wav,angry
8365,data/train-custom\Marshall_med_emottsangry_2277_angry.wav,angry
8366,data/train-custom\Marshall_med_emottsangry_2279_angry.wav,angry
8367,data/train-custom\Marshall_med_emottsangry_2280_angry.wav,angry
8368,data/train-custom\Marshall_med_emottsangry_2289_angry.wav,angry
8369,data/train-custom\Marshall_med_emottsangry_2290_angry.wav,angry
8370,data/train-custom\Marshall_med_emottsangry_2291_angry.wav,angry
8371,data/train-custom\Marshall_med_emottsangry_2292_angry.wav,angry
8372,data/train-custom\Marshall_med_emottsangry_2301_angry.wav,angry
8373,data/train-custom\Marshall_med_emottsangry_2304_angry.wav,angry
8374,data/train-custom\Marshall_med_emottsangry_2314_angry.wav,angry
8375,data/train-custom\Marshall_med_emottsangry_2315_angry.wav,angry
8376,data/train-custom\Marshall_med_emottsangry_2316_angry.wav,angry
8377,data/train-custom\Marshall_med_emottsangry_2325_angry.wav,angry
8378,data/train-custom\Marshall_med_emottsangry_2337_angry.wav,angry
8379,data/train-custom\Marshall_med_emottsangry_2338_angry.wav,angry
8380,data/train-custom\Marshall_med_emottsangry_2349_angry.wav,angry
8381,data/train-custom\Marshall_med_emottsangry_2350_angry.wav,angry
8382,data/train-custom\Marshall_med_emottsangry_2351_angry.wav,angry
8383,data/train-custom\Marshall_med_emottsangry_2361_angry.wav,angry
8384,data/train-custom\Marshall_med_emottsangry_2362_angry.wav,angry
8385,data/train-custom\Marshall_med_emottsangry_2363_angry.wav,angry
8386,data/train-custom\Marshall_med_emottsangry_2373_angry.wav,angry
8387,data/train-custom\Marshall_med_emottsangry_2374_angry.wav,angry
8388,data/train-custom\Marshall_med_emottsangry_2375_angry.wav,angry
8389,data/train-custom\Marshall_med_emottsangry_2376_angry.wav,angry
8390,data/train-custom\Marshall_med_emottsangry_2385_angry.wav,angry
8391,data/train-custom\Marshall_med_emottsangry_2386_angry.wav,angry
8392,data/train-custom\Marshall_med_emottsangry_2387_angry.wav,angry
8393,data/train-custom\Marshall_med_emottsangry_2388_angry.wav,angry
8394,data/train-custom\Marshall_med_emottsangry_2397_angry.wav,angry
8395,data/train-custom\Marshall_med_emottsangry_2398_angry.wav,angry
8396,data/train-custom\Marshall_med_emottsangry_2399_angry.wav,angry
8397,data/train-custom\Marshall_med_emottsangry_2400_angry.wav,angry
8398,data/train-custom\Marshall_med_emottsangry_2409_angry.wav,angry
8399,data/train-custom\Marshall_med_emottsangry_2410_angry.wav,angry
8400,data/train-custom\Marshall_med_emottsangry_2411_angry.wav,angry
8401,data/train-custom\Marshall_med_emottsangry_2412_angry.wav,angry
8402,data/train-custom\Marshall_med_emottsangry_2421_angry.wav,angry
8403,data/train-custom\Marshall_med_emottsangry_2422_angry.wav,angry
8404,data/train-custom\Marshall_med_emottsangry_2423_angry.wav,angry
8405,data/train-custom\Marshall_med_emottsangry_2435_angry.wav,angry
8406,data/train-custom\Marshall_med_emottsangry_2436_angry.wav,angry
8407,data/train-custom\Marshall_med_emottsangry_2446_angry.wav,angry
8408,data/train-custom\Marshall_med_emottsangry_2447_angry.wav,angry
8409,data/train-custom\Marshall_med_emottsangry_2448_angry.wav,angry
8410,data/train-custom\Marshall_med_emottsangry_2457_angry.wav,angry
8411,data/train-custom\Marshall_med_emottsangry_2458_angry.wav,angry
8412,data/train-custom\Marshall_med_emottsangry_2460_angry.wav,angry
8413,data/train-custom\Marshall_med_emottsangry_2469_angry.wav,angry
8414,data/train-custom\Marshall_med_emottsangry_2472_angry.wav,angry
8415,data/train-custom\Marshall_med_emottsangry_2481_angry.wav,angry
8416,data/train-custom\Marshall_med_emottsangry_2482_angry.wav,angry
8417,data/train-custom\Marshall_med_emottsangry_2483_angry.wav,angry
8418,data/train-custom\Marshall_med_emottsangry_2484_angry.wav,angry
8419,data/train-custom\Marshall_med_emottsangry_2493_angry.wav,angry
8420,data/train-custom\Marshall_med_emottsangry_2494_angry.wav,angry
8421,data/train-custom\Marshall_med_emottsangry_2495_angry.wav,angry
8422,data/train-custom\Marshall_med_emottsangry_2496_angry.wav,angry
8423,data/train-custom\Marshall_med_emottsangry_2505_angry.wav,angry
8424,data/train-custom\Marshall_med_emottsangry_2507_angry.wav,angry
8425,data/train-custom\Marshall_med_emottsangry_2508_angry.wav,angry
8426,data/train-custom\Marshall_med_emottsangry_2517_angry.wav,angry
8427,data/train-custom\Marshall_med_emottsangry_2518_angry.wav,angry
8428,data/train-custom\Marshall_med_emottsangry_2520_angry.wav,angry
8429,data/train-custom\Marshall_med_emottsangry_2529_angry.wav,angry
8430,data/train-custom\Marshall_med_emottsangry_2530_angry.wav,angry
8431,data/train-custom\Marshall_med_emottsangry_2531_angry.wav,angry
8432,data/train-custom\Marshall_med_emottsangry_2532_angry.wav,angry
8433,data/train-custom\Marshall_med_emottsangry_2541_angry.wav,angry
8434,data/train-custom\Marshall_med_emottsangry_2542_angry.wav,angry
8435,data/train-custom\Marshall_med_emottsangry_2554_angry.wav,angry
8436,data/train-custom\Marshall_med_emottsangry_2555_angry.wav,angry
8437,data/train-custom\Marshall_med_emottsangry_2556_angry.wav,angry
8438,data/train-custom\Marshall_med_emottsangry_2566_angry.wav,angry
8439,data/train-custom\Marshall_med_emottsangry_2567_angry.wav,angry
8440,data/train-custom\Marshall_med_emottsangry_2577_angry.wav,angry
8441,data/train-custom\Marshall_med_emottsangry_2578_angry.wav,angry
8442,data/train-custom\Marshall_med_emottsangry_2580_angry.wav,angry
8443,data/train-custom\Marshall_med_emottsangry_2589_angry.wav,angry
8444,data/train-custom\Marshall_med_emottsangry_2590_angry.wav,angry
8445,data/train-custom\Marshall_med_emottsangry_2591_angry.wav,angry
8446,data/train-custom\Marshall_med_emottsangry_2592_angry.wav,angry
8447,data/train-custom\Marshall_med_emottsangry_2602_angry.wav,angry
8448,data/train-custom\Marshall_med_emottsangry_2603_angry.wav,angry
8449,data/train-custom\Marshall_med_emottsangry_2604_angry.wav,angry
8450,data/train-custom\Marshall_med_emottsangry_2613_angry.wav,angry
8451,data/train-custom\Marshall_med_emottsangry_2614_angry.wav,angry
8452,data/train-custom\Marshall_med_emottsangry_2616_angry.wav,angry
8453,data/train-custom\Marshall_med_emottsangry_2625_angry.wav,angry
8454,data/train-custom\Marshall_med_emottsangry_2626_angry.wav,angry
8455,data/train-custom\Marshall_med_emottsangry_2627_angry.wav,angry
8456,data/train-custom\Marshall_med_emottsangry_2628_angry.wav,angry
8457,data/train-custom\Marshall_med_emottsangry_2637_angry.wav,angry
8458,data/train-custom\Marshall_med_emottsangry_2638_angry.wav,angry
8459,data/train-custom\Marshall_med_emottsangry_2639_angry.wav,angry
8460,data/train-custom\Marshall_med_emottsangry_2640_angry.wav,angry
8461,data/train-custom\Marshall_med_emottsangry_2650_angry.wav,angry
8462,data/train-custom\Marshall_med_emottsangry_2651_angry.wav,angry
8463,data/train-custom\Marshall_med_emottsangry_2652_angry.wav,angry
8464,data/train-custom\Marshall_med_emottsangry_2661_angry.wav,angry
8465,data/train-custom\Marshall_med_emottsangry_2662_angry.wav,angry
8466,data/train-custom\Marshall_med_emottsangry_2663_angry.wav,angry
8467,data/train-custom\Marshall_med_emottsangry_2673_angry.wav,angry
8468,data/train-custom\Marshall_med_emottsangry_2675_angry.wav,angry
8469,data/train-custom\Marshall_med_emottsangry_2676_angry.wav,angry
8470,data/train-custom\Marshall_med_emottsangry_2685_angry.wav,angry
8471,data/train-custom\Marshall_med_emottsangry_2686_angry.wav,angry
8472,data/train-custom\Marshall_med_emottsangry_2687_angry.wav,angry
8473,data/train-custom\Marshall_med_emottsangry_2697_angry.wav,angry
8474,data/train-custom\Marshall_med_emottsangry_2700_angry.wav,angry
8475,data/train-custom\Marshall_med_emottsangry_2709_angry.wav,angry
8476,data/train-custom\Marshall_med_emottsangry_2710_angry.wav,angry
8477,data/train-custom\Marshall_med_emottsangry_2711_angry.wav,angry
8478,data/train-custom\Marshall_med_emottsangry_2712_angry.wav,angry
8479,data/train-custom\Marshall_med_emottsangry_2721_angry.wav,angry
8480,data/train-custom\Marshall_med_emottsangry_2722_angry.wav,angry
8481,data/train-custom\Marshall_med_emottsangry_2723_angry.wav,angry
8482,data/train-custom\Marshall_med_emottsangry_2724_angry.wav,angry
8483,data/train-custom\Marshall_med_emottsangry_2734_angry.wav,angry
8484,data/train-custom\Marshall_med_emottsangry_2735_angry.wav,angry
8485,data/train-custom\Marshall_med_emottsangry_2736_angry.wav,angry
8486,data/train-custom\Marshall_med_emottsangry_2745_angry.wav,angry
8487,data/train-custom\Marshall_med_emottsangry_2746_angry.wav,angry
8488,data/train-custom\Marshall_med_emottsangry_2747_angry.wav,angry
8489,data/train-custom\Marshall_med_emottsangry_2748_angry.wav,angry
8490,data/train-custom\Marshall_med_emottsangry_2757_angry.wav,angry
8491,data/train-custom\Marshall_med_emottsangry_2758_angry.wav,angry
8492,data/train-custom\Marshall_med_emottsangry_2759_angry.wav,angry
8493,data/train-custom\Marshall_med_emottsangry_2760_angry.wav,angry
8494,data/train-custom\Marshall_med_emottsangry_2770_angry.wav,angry
8495,data/train-custom\Marshall_med_emottsangry_2771_angry.wav,angry
8496,data/train-custom\Marshall_med_emottsangry_2772_angry.wav,angry
8497,data/train-custom\Marshall_med_emottsangry_2781_angry.wav,angry
8498,data/train-custom\Marshall_med_emottsangry_2782_angry.wav,angry
8499,data/train-custom\Marshall_med_emottsangry_2783_angry.wav,angry
8500,data/train-custom\Marshall_med_emottsangry_2793_angry.wav,angry
8501,data/train-custom\Marshall_med_emottsangry_2795_angry.wav,angry
8502,data/train-custom\Marshall_med_emottsangry_2796_angry.wav,angry
